waktu,real,predicted (rbf),predicted (linear),real label,predicted (rbf) label,predicted (linear) label
29/01/2019 12:10:00,1009.9,1009.9043927864698,1008.8872347057838,Normal,Normal,Normal
29/01/2019 12:20:00,1009.9,1010.006641914151,1008.8765307323117,Normal,Normal,Normal
29/01/2019 12:30:00,1010.0,1010.003124147677,1008.8652550664772,Normal,Normal,Normal
29/01/2019 12:40:00,1010.1,1010.0877235891145,1008.8493757669855,Normal,Normal,Normal
29/01/2019 12:50:00,1010.3,1010.191632251235,1008.8442443323363,Normal,Normal,Normal
29/01/2019 13:00:00,1010.4,1010.4019911268862,1008.8400957447518,Normal,Normal,Normal
29/01/2019 13:10:00,1010.4,1010.5091019388714,1008.8296214428772,Normal,Normal,Normal
29/01/2019 13:20:00,1010.3,1010.4912805652172,1008.8198391285766,Normal,Normal,Normal
29/01/2019 13:30:00,1010.3,1010.3675479799076,1008.8074712690939,Normal,Normal,Normal
29/01/2019 13:40:00,1010.4,1010.3430434431914,1008.8034450982739,Normal,Normal,Normal
29/01/2019 13:50:00,1010.5,1010.4368837222719,1008.8017928165425,Normal,Normal,Normal
29/01/2019 14:00:00,1010.7,1010.5415552512236,1008.8039258823771,Normal,Normal,Normal
29/01/2019 14:10:00,1010.8,1010.7602510963451,1008.8003170595546,Normal,Normal,Normal
29/01/2019 14:20:00,1010.9,1010.8648590480959,1008.7924087674398,Normal,Normal,Normal
29/01/2019 14:30:00,1011.1,1010.973346724856,1008.7862883389969,Normal,Normal,Normal
29/01/2019 14:40:00,1011.2,1011.1906502895228,1008.7768145551015,Normal,Normal,Normal
29/01/2019 14:50:00,1011.4,1011.291964881833,1008.7697512407829,Normal,Normal,Normal
29/01/2019 15:00:00,1011.4,1011.5091622205703,1008.7626322985668,Normal,Normal,Normal
29/01/2019 15:10:00,1011.1,1011.5065289740734,1008.748440525778,Normal,Normal,Normal
29/01/2019 15:20:00,1011.2,1011.1530118903697,1008.7389695786912,Normal,Normal,Normal
29/01/2019 15:30:00,1011.2,1011.2237889415819,1008.7321754836519,Normal,Normal,Normal
29/01/2019 15:40:00,1011.4,1011.2076767881581,1008.7298440535594,Normal,Normal,Normal
29/01/2019 15:50:00,1011.3,1011.4248360138316,1008.7413573072333,Normal,Normal,Normal
29/01/2019 16:00:00,1011.1,1011.3110169980413,1008.7294674956281,Normal,Normal,Normal
29/01/2019 16:10:00,1011.1,1011.0305800478197,1008.7292140846182,Normal,Normal,Normal
29/01/2019 16:20:00,1010.9,1011.0273597066251,1008.7218840413768,Normal,Normal,Normal
29/01/2019 16:30:00,1010.9,1010.8063683443487,1008.7296218548943,Normal,Normal,Normal
29/01/2019 16:40:00,1010.5,1010.8114703789214,1008.7385966193904,Normal,Normal,Normal
29/01/2019 16:50:00,1010.3,1010.3883504559769,1008.7370618407656,Normal,Normal,Normal
29/01/2019 17:00:00,1010.4,1010.1675680712198,1008.7503560719122,Normal,Normal,Normal
29/01/2019 17:10:00,1011.2,1010.3048917687685,1008.7550822955598,Normal,Normal,Normal
29/01/2019 17:20:00,1010.8,1011.0560229074647,1008.7818405100186,Normal,Normal,Normal
29/01/2019 17:30:00,1010.7,1010.6847278219337,1008.7741830603261,Normal,Normal,Normal
29/01/2019 17:40:00,1010.6,1010.5784942751576,1008.7780430813361,Normal,Normal,Normal
29/01/2019 17:50:00,1010.6,1010.4739602246276,1008.7430175983388,Normal,Normal,Normal
29/01/2019 18:00:00,1010.5,1010.4957294302162,1008.7739922584076,Normal,Normal,Normal
29/01/2019 18:10:00,1010.0,1010.4484997396765,1008.7711711053778,Normal,Normal,Normal
29/01/2019 18:20:00,1010.3,1009.8381732750804,1008.7766001329799,Normal,Normal,Normal
29/01/2019 18:30:00,1010.0,1010.1669186586913,1008.7785332960118,Normal,Normal,Normal
29/01/2019 18:40:00,1009.9,1009.8994529173364,1008.7838100803126,Normal,Normal,Normal
29/01/2019 18:50:00,1009.8,1009.7826985675258,1008.8080058370758,Normal,Normal,Normal
29/01/2019 19:00:00,1010.1,1009.7121783739725,1008.7951612801332,Normal,Normal,Normal
29/01/2019 19:10:00,1009.7,1010.0199546227788,1008.8197589249392,Normal,Normal,Normal
29/01/2019 19:20:00,1009.7,1009.6166080398814,1008.8149713718374,Normal,Normal,Normal
29/01/2019 19:30:00,1009.8,1009.6520027814533,1008.8324700047303,Normal,Normal,Normal
29/01/2019 19:40:00,1009.9,1009.7216519935589,1008.8160716530908,Normal,Normal,Normal
29/01/2019 19:50:00,1010.2,1009.8921732714821,1008.8433215406765,Normal,Normal,Normal
29/01/2019 20:00:00,1010.9,1010.2408546225086,1008.838273630761,Normal,Normal,Normal
29/01/2019 20:10:00,1010.9,1010.975219735493,1008.838851477303,Normal,Normal,Normal
29/01/2019 20:20:00,1011.1,1010.9314002711882,1008.8204676576931,Normal,Normal,Normal
29/01/2019 20:30:00,1010.8,1011.1498285925943,1008.8110420101364,Normal,Normal,Normal
29/01/2019 20:40:00,1010.9,1010.841086996415,1008.771330624171,Normal,Normal,Normal
29/01/2019 20:50:00,1011.0,1010.9539936395023,1008.7787300043781,Normal,Normal,Normal
29/01/2019 21:00:00,1011.1,1011.0638215789736,1008.762104957648,Normal,Normal,Normal
29/01/2019 21:10:00,1011.0,1011.111963020379,1008.7729160332162,Normal,Normal,Normal
29/01/2019 21:20:00,1010.9,1010.990829452603,1008.7540696089197,Normal,Normal,Normal
29/01/2019 21:30:00,1010.6,1010.861675784283,1008.7523918517907,Normal,Normal,Normal
29/01/2019 21:40:00,1010.7,1010.5057294134018,1008.7419363179285,Normal,Normal,Normal
29/01/2019 21:50:00,1010.8,1010.6298101497841,1008.7557077941526,Normal,Normal,Normal
29/01/2019 22:00:00,1010.8,1010.7364365486204,1008.7565347955604,Normal,Normal,Normal
29/01/2019 22:10:00,1010.9,1010.7458386374432,1008.7697228112299,Normal,Normal,Normal
29/01/2019 22:20:00,1010.8,1010.8605188210487,1008.7628164582927,Normal,Normal,Normal
29/01/2019 22:30:00,1010.8,1010.7319576733578,1008.7596897252877,Normal,Normal,Normal
29/01/2019 22:40:00,1010.9,1010.7453757699227,1008.7615591299761,Normal,Normal,Normal
29/01/2019 22:50:00,1011.0,1010.8866898886422,1008.7604954161723,Normal,Normal,Normal
29/01/2019 23:00:00,1011.1,1010.9966788549607,1008.764035606109,Normal,Normal,Normal
29/01/2019 23:10:00,1011.2,1011.1443937301229,1008.7618002773304,Normal,Normal,Normal
29/01/2019 23:20:00,1011.3,1011.2395624116684,1008.7563805555035,Normal,Normal,Normal
29/01/2019 23:30:00,1011.3,1011.3401593173257,1008.7496189356823,Normal,Normal,Normal
29/01/2019 23:40:00,1011.4,1011.3540051964003,1008.7441625495483,Normal,Normal,Normal
29/01/2019 23:50:00,1011.5,1011.4508005364435,1008.739055791222,Normal,Normal,Normal
30/01/2019 00:00:00,1011.6,1011.5716811387463,1008.7324620087672,Normal,Normal,Normal
30/01/2019 00:10:00,1011.7,1011.6811745180859,1008.7302173034329,Normal,Normal,Normal
30/01/2019 00:20:00,1011.9,1011.7758233188375,1008.7220602215309,Normal,Normal,Normal
30/01/2019 00:30:00,1012.1,1011.9642146978256,1008.7160315581639,Normal,Normal,Normal
30/01/2019 00:40:00,1012.2,1012.1602653499251,1008.7077339080204,Normal,Normal,Normal
30/01/2019 00:50:00,1012.2,1012.2458195342764,1008.6996454385151,Normal,Normal,Normal
30/01/2019 01:00:00,1012.3,1012.2177495758586,1008.6862575703342,Normal,Normal,Normal
30/01/2019 01:10:00,1012.5,1012.2978855737368,1008.6764624727,Normal,Normal,Normal
30/01/2019 01:20:00,1012.6,1012.4895254638836,1008.6696889710654,Normal,Normal,Normal
30/01/2019 01:30:00,1012.6,1012.6044068106606,1008.6646805063863,Normal,Normal,Normal
30/01/2019 01:40:00,1012.7,1012.6151182116507,1008.6544390761335,Normal,Normal,Normal
30/01/2019 01:50:00,1012.8,1012.7025108158084,1008.6433555123438,Normal,Normal,Normal
30/01/2019 02:00:00,1012.8,1012.7985685636978,1008.6364370279987,Normal,Normal,Normal
30/01/2019 02:10:00,1012.7,1012.7830216581257,1008.6330156748224,Normal,Normal,Normal
30/01/2019 02:20:00,1012.6,1012.6679751146065,1008.6248255440075,Normal,Normal,Normal
30/01/2019 02:30:00,1012.6,1012.5603220568444,1008.6192325011868,Normal,Normal,Normal
30/01/2019 02:40:00,1012.5,1012.5188824447969,1008.619476714455,Normal,Normal,Normal
30/01/2019 02:50:00,1012.5,1012.4152472758603,1008.6223032970954,Normal,Normal,Normal
30/01/2019 03:00:00,1012.4,1012.3829816284308,1008.6264189139981,Normal,Normal,Normal
30/01/2019 03:10:00,1012.4,1012.3176533848916,1008.6250687626232,Normal,Normal,Normal
30/01/2019 03:20:00,1012.3,1012.2977408709082,1008.6319765646983,Normal,Normal,Normal
30/01/2019 03:30:00,1012.3,1012.212264417686,1008.6316171971191,Normal,Normal,Normal
30/01/2019 03:40:00,1012.2,1012.2067278517042,1008.6398004342843,Normal,Normal,Normal
30/01/2019 03:50:00,1012.2,1012.1542539298456,1008.6390083816875,Normal,Normal,Normal
30/01/2019 04:00:00,1012.2,1012.1516573933689,1008.647729276963,Normal,Normal,Normal
30/01/2019 04:10:00,1012.1,1012.1501971823974,1008.6472130225081,Normal,Normal,Normal
30/01/2019 04:20:00,1012.0,1012.0790247909899,1008.6537378442515,Normal,Normal,Normal
30/01/2019 04:30:00,1012.0,1011.9588510513759,1008.6538296856959,Normal,Normal,Normal
30/01/2019 04:40:00,1011.9,1011.9359735394975,1008.6579103984911,Normal,Normal,Normal
30/01/2019 04:50:00,1011.8,1011.8468534187016,1008.6621983063449,Normal,Normal,Normal
30/01/2019 05:00:00,1011.7,1011.7317506705231,1008.6687908985693,Normal,Normal,Normal
30/01/2019 05:10:00,1011.6,1011.6021081914696,1008.6698519972194,Normal,Normal,Normal
30/01/2019 05:20:00,1011.5,1011.5020979324837,1008.6769853097428,Normal,Normal,Normal
30/01/2019 05:30:00,1011.3,1011.3940089844808,1008.6834089917172,Normal,Normal,Normal
30/01/2019 05:40:00,1011.1,1011.1829435983761,1008.6897781745572,Normal,Normal,Normal
30/01/2019 05:50:00,1011.0,1010.9770401088441,1008.6969666642178,Normal,Normal,Normal
30/01/2019 06:00:00,1010.8,1010.8847650143911,1008.7063262512017,Normal,Normal,Normal
30/01/2019 06:10:00,1010.6,1010.707724262911,1008.7177914989222,Normal,Normal,Normal
30/01/2019 06:20:00,1010.5,1010.5146340497341,1008.7303383045871,Normal,Normal,Normal
30/01/2019 06:30:00,1010.2,1010.4094992606812,1008.7397290312726,Normal,Normal,Normal
30/01/2019 06:40:00,1010.0,1010.1138658329803,1008.7517603964586,Normal,Normal,Normal
30/01/2019 06:50:00,1009.8,1009.9169912931497,1008.7670019001741,Normal,Normal,Normal
30/01/2019 07:00:00,1009.6,1009.7150115471475,1008.7769295846153,Normal,Normal,Normal
30/01/2019 07:10:00,1009.4,1009.5071389673658,1008.7963112679352,Normal,Normal,Normal
30/01/2019 07:20:00,1009.3,1009.3168420474619,1008.8100245290477,Normal,Normal,Normal
30/01/2019 07:30:00,1009.3,1009.2020012772289,1008.8260824115057,Normal,Normal,Normal
30/01/2019 07:40:00,1009.2,1009.1917986042868,1008.8398740769405,Normal,Normal,Normal
30/01/2019 07:50:00,1009.1,1009.1078930766578,1008.8536349733401,Normal,Normal,Normal
30/01/2019 08:00:00,1008.9,1009.0035544393874,1008.8620347895701,Normal,Normal,Normal
30/01/2019 08:10:00,1008.8,1008.7987069707232,1008.8666993428994,Normal,Normal,Normal
30/01/2019 08:20:00,1008.7,1008.6936103568917,1008.8778487698216,Normal,Normal,Normal
30/01/2019 08:30:00,1008.7,1008.5936198150644,1008.8862134398003,Normal,Normal,Normal
30/01/2019 08:40:00,1008.6,1008.6099755336121,1008.8995276813437,Normal,Normal,Normal
30/01/2019 08:50:00,1008.6,1008.517141636132,1008.9041622926522,Normal,Normal,Normal
30/01/2019 09:00:00,1008.5,1008.5367190896613,1008.9130751018454,Normal,Normal,Normal
30/01/2019 09:10:00,1008.5,1008.4342805791817,1008.9138551701833,Normal,Normal,Normal
30/01/2019 09:20:00,1008.4,1008.4525147273075,1008.9236375850667,Normal,Normal,Normal
30/01/2019 09:30:00,1008.3,1008.3500687363345,1008.9238675640006,Normal,Normal,Normal
30/01/2019 09:40:00,1008.3,1008.24440176099,1008.9321931687225,Normal,Normal,Normal
30/01/2019 09:50:00,1008.4,1008.2526589637446,1008.9336022970308,Normal,Normal,Normal
30/01/2019 10:00:00,1008.4,1008.3915593803639,1008.9417128910352,Normal,Normal,Normal
30/01/2019 10:10:00,1008.6,1008.4095781067022,1008.9443331540604,Normal,Normal,Normal
30/01/2019 10:20:00,1008.6,1008.6570872159672,1008.947217774861,Normal,Normal,Normal
30/01/2019 10:30:00,1008.8,1008.6663726651313,1008.9400619355072,Normal,Normal,Normal
30/01/2019 10:40:00,1009.0,1008.8927857965211,1008.9432681606193,Normal,Normal,Normal
30/01/2019 10:50:00,1009.0,1009.1148083402403,1008.932147567444,Normal,Normal,Normal
30/01/2019 11:00:00,1009.3,1009.1005999659856,1008.9302522850264,Normal,Normal,Normal
30/01/2019 11:10:00,1009.4,1009.4053430328155,1008.9198727843393,Normal,Normal,Normal
30/01/2019 11:20:00,1009.5,1009.5119548132626,1008.9076585316141,Normal,Normal,Normal
30/01/2019 11:30:00,1009.8,1009.6005969393339,1008.9031966098626,Normal,Normal,Normal
30/01/2019 11:40:00,1010.1,1009.900692035144,1008.8875596926589,Normal,Normal,Normal
30/01/2019 11:50:00,1010.2,1010.1955939309071,1008.8787632615347,Normal,Normal,Normal
30/01/2019 12:00:00,1010.4,1010.2940984360345,1008.8656524990727,Normal,Normal,Normal
30/01/2019 12:10:00,1010.5,1010.5013965722356,1008.8494728219737,Normal,Normal,Normal
30/01/2019 12:20:00,1010.5,1010.59933749962,1008.8291998256971,Normal,Normal,Normal
30/01/2019 12:30:00,1010.7,1010.6112178083748,1008.8211434234906,Normal,Normal,Normal
30/01/2019 12:40:00,1010.9,1010.8170817619866,1008.8084672403563,Normal,Normal,Normal
30/01/2019 12:50:00,1011.0,1010.9975435343455,1008.7986116197933,Normal,Normal,Normal
30/01/2019 13:00:00,1011.2,1011.1020768985377,1008.7913912509609,Normal,Normal,Normal
30/01/2019 13:10:00,1011.3,1011.315416816698,1008.7782304410864,Normal,Normal,Normal
30/01/2019 13:20:00,1011.5,1011.3969502837698,1008.7638164212037,Normal,Normal,Normal
30/01/2019 13:30:00,1011.7,1011.6051599657026,1008.7567899686326,Normal,Normal,Normal
30/01/2019 13:40:00,1011.8,1011.8002561666087,1008.7434870985378,Normal,Normal,Normal
30/01/2019 13:50:00,1011.8,1011.883057180757,1008.7335929994513,Normal,Normal,Normal
30/01/2019 14:00:00,1011.9,1011.8852780340595,1008.7189264719416,Normal,Normal,Normal
30/01/2019 14:10:00,1012.0,1011.95793833693,1008.7083768279333,Normal,Normal,Normal
30/01/2019 14:20:00,1012.1,1012.048000946363,1008.699354990669,Normal,Normal,Normal
30/01/2019 14:30:00,1012.1,1012.1435713106204,1008.6959766478319,Normal,Normal,Normal
30/01/2019 14:40:00,1012.3,1012.1232673838144,1008.6855288160075,Normal,Normal,Normal
30/01/2019 14:50:00,1012.4,1012.3081720213976,1008.6799890429754,Normal,Normal,Normal
30/01/2019 15:00:00,1012.5,1012.4374708698143,1008.6709156588693,Normal,Normal,Normal
30/01/2019 15:10:00,1012.6,1012.5336679381304,1008.6687743359287,Normal,Normal,Normal
30/01/2019 15:20:00,1012.7,1012.611481112594,1008.6556381260086,Normal,Normal,Normal
30/01/2019 15:30:00,1012.7,1012.7188414686667,1008.649983332776,Normal,Normal,Normal
30/01/2019 15:40:00,1012.7,1012.729808449279,1008.6410189655651,Normal,Normal,Normal
30/01/2019 15:50:00,1012.6,1012.7016165464184,1008.6354295865674,Normal,Normal,Normal
30/01/2019 16:00:00,1012.5,1012.606065580293,1008.626987801217,Normal,Normal,Normal
30/01/2019 16:10:00,1012.5,1012.5018479052859,1008.6267142512877,Normal,Normal,Normal
30/01/2019 16:20:00,1012.5,1012.4536036291993,1008.6257386387367,Normal,Normal,Normal
30/01/2019 16:30:00,1012.5,1012.4444355504467,1008.6293228224893,Normal,Normal,Normal
30/01/2019 16:40:00,1012.4,1012.4398511295237,1008.6320920170326,Normal,Normal,Normal
30/01/2019 16:50:00,1012.4,1012.3529400622687,1008.6312631082762,Normal,Normal,Normal
30/01/2019 17:00:00,1012.1,1012.3247045596677,1008.6331909739454,Normal,Normal,Normal
30/01/2019 17:10:00,1012.0,1012.0859027352029,1008.6325150051196,Normal,Normal,Normal
30/01/2019 17:20:00,1011.8,1011.925481948219,1008.6422310781707,Normal,Normal,Normal
30/01/2019 17:30:00,1011.7,1011.7156533067975,1008.6426396512468,Normal,Normal,Normal
30/01/2019 17:40:00,1011.7,1011.5993809081377,1008.6609523662407,Normal,Normal,Normal
30/01/2019 17:50:00,1011.7,1011.575573894763,1008.6658384309192,Normal,Normal,Normal
30/01/2019 18:00:00,1011.8,1011.5757988850165,1008.6786469494034,Normal,Normal,Normal
30/01/2019 18:10:00,1011.8,1011.6687862547794,1008.6836975396652,Normal,Normal,Normal
30/01/2019 18:20:00,1011.8,1011.677766889205,1008.6870307673742,Normal,Normal,Normal
30/01/2019 18:30:00,1011.8,1011.6743568130557,1008.6884756119032,Normal,Normal,Normal
30/01/2019 18:40:00,1011.8,1011.7129902965837,1008.6870810140897,Normal,Normal,Normal
30/01/2019 18:50:00,1011.7,1011.7280999388468,1008.6890414183069,Normal,Normal,Normal
30/01/2019 19:00:00,1011.6,1011.6482323934239,1008.6882653788705,Normal,Normal,Normal
30/01/2019 19:10:00,1011.4,1011.5249196623694,1008.689465062045,Normal,Normal,Normal
30/01/2019 19:20:00,1011.3,1011.2939569001171,1008.6886608351995,Normal,Normal,Normal
30/01/2019 19:30:00,1011.2,1011.1774753505412,1008.6961724602659,Normal,Normal,Normal
30/01/2019 19:40:00,1011.3,1011.0856421086132,1008.7012035355945,Normal,Normal,Normal
30/01/2019 19:50:00,1011.2,1011.2043479086502,1008.7134725333233,Normal,Normal,Normal
30/01/2019 20:00:00,1011.0,1011.128994927635,1008.7158822373528,Normal,Normal,Normal
30/01/2019 20:10:00,1010.9,1010.9049936047917,1008.7227920417715,Normal,Normal,Normal
30/01/2019 20:20:00,1011.0,1010.7855496309631,1008.7217335992534,Normal,Normal,Normal
30/01/2019 20:30:00,1011.0,1010.8991791536808,1008.7332669620444,Normal,Normal,Normal
30/01/2019 20:40:00,1011.2,1010.9332969674582,1008.7415912182112,Normal,Normal,Normal
30/01/2019 20:50:00,1011.0,1011.1559685515516,1008.7489434958477,Normal,Normal,Normal
30/01/2019 21:00:00,1011.0,1010.9360856091081,1008.739832305633,Normal,Normal,Normal
30/01/2019 21:10:00,1011.0,1010.9304001881661,1008.7456392527599,Normal,Normal,Normal
30/01/2019 21:20:00,1011.1,1010.9434194296794,1008.737339505278,Normal,Normal,Normal
30/01/2019 21:30:00,1011.2,1011.0664135583673,1008.7502993338783,Normal,Normal,Normal
30/01/2019 21:40:00,1011.1,1011.2180640145345,1008.7461648595561,Normal,Normal,Normal
30/01/2019 21:50:00,1011.2,1011.091079689736,1008.7458139390726,Normal,Normal,Normal
30/01/2019 22:00:00,1011.3,1011.1863354992847,1008.7403260705103,Normal,Normal,Normal
30/01/2019 22:10:00,1011.3,1011.3141878639436,1008.7380359874148,Normal,Normal,Normal
30/01/2019 22:20:00,1011.3,1011.306773402682,1008.7399349820842,Normal,Normal,Normal
30/01/2019 22:30:00,1011.3,1011.3268492608477,1008.7342320581008,Normal,Normal,Normal
30/01/2019 22:40:00,1011.4,1011.3052842271308,1008.7296359774698,Normal,Normal,Normal
30/01/2019 22:50:00,1011.5,1011.4238223750452,1008.7291846864898,Normal,Normal,Normal
30/01/2019 23:00:00,1011.6,1011.540049783305,1008.7283816498746,Normal,Normal,Normal
30/01/2019 23:10:00,1011.7,1011.6333520209209,1008.725625605606,Normal,Normal,Normal
30/01/2019 23:20:00,1011.7,1011.746947963282,1008.7191384037067,Normal,Normal,Normal
30/01/2019 23:30:00,1011.8,1011.7366300387982,1008.7129188173492,Normal,Normal,Normal
30/01/2019 23:40:00,1012.0,1011.824101927537,1008.7079725836445,Normal,Normal,Normal
30/01/2019 23:50:00,1012.1,1012.0333526976065,1008.7027965628583,Normal,Normal,Normal
